A_M;Infl_anual_porc;;;;;;;;
1/09/2016;7.27;;;;;;;;
1/10/2016;6.48;;;;;;;;
1/11/2016;5.96;;;;;;;;
1/12/2016;5.75;;;;;;;;
1/01/2017;5.47;;;;;;;;
1/02/2017;5.18;;;;;;;;
1/03/2017;4.69;;;;;;;;
1/04/2017;4.66;;;;;;;;
1/05/2017;4.37;;;;;;;;
1/06/2017;3.99;;;;;;;;
1/07/2017;3.4;;;;;;;;
1/08/2017;3.87;;;;;;;;
1/09/2017;3.97;;;;;;;;
1/10/2017;4.05;;;;;;;;
1/11/2017;4.12;;;;;;;;
1/12/2017;4.09;;;;;;;;
1/01/2018;3.68;;;;;;;;
1/02/2018;3.37;;;;;;;;
1/03/2018;3.14;;;;;;;;
1/04/2018;3.13;;;;;;;;
1/05/2018;3.16;;;;;;;;
1/06/2018;3.2;;;;;;;;
1/07/2018;3.12;;;;;;;;
1/08/2018;3.1;;;;;;;;
1/09/2018;3.23;;;;;;;;
1/10/2018;3.33;;;;;;;;
1/11/2018;3.27;;;;;;;;
1/12/2018;3.18;;;;;;;;
1/01/2019;3.15;;;;;;;;
1/02/2019;3.01;;;;;;;;
1/03/2019;3.21;;;;;;;;
1/04/2019;3.25;;;;;;;;
1/05/2019;3.31;;;;;;;;
1/06/2019;3.43;;;;;;;;
1/07/2019;3.79;;;;;;;;
1/08/2019;3.75;;;;;;;;
1/09/2019;3.82;;;;;;;;
1/10/2019;3.86;;;;;;;;
1/11/2019;3.84;;;;;;;;
1/12/2019;3.8;;;;;;;;
1/01/2020;3.62;;;;;;;;
1/02/2020;3.72;;;;;;;;
1/03/2020;3.86;;;;;;;;
1/04/2020;3.51;;;;;;;;
1/05/2020;2.85;;;;;;;;
1/06/2020;2.19;;;;;;;;
1/07/2020;1.97;;;;;;;;
1/08/2020;1.88;;;;;;;;
1/09/2020;1.97;;;;;;;;
1/10/2020;1.75;;;;;;;;
1/11/2020;1.49;;;;;;;;
1/12/2020;1.61;;;;;;;;
1/01/2021;1.6;;;;;;;;
1/02/2021;1.56;;;;;;;;
1/03/2021;1.51;;;;;;;;
1/04/2021;1.95;;;;;;;;
1/05/2021;3.3;;;;;;;;
1/06/2021;3.63;;;;;;;;
1/07/2021;3.97;;;;;;;;
1/08/2021;4.44;;;;;;;;
1/09/2021;4.51;;;;;;;;
1/10/2021;4.58;;;;;;;;
1/11/2021;5.26;;;;;;;;
1/12/2021;5.62;;;;;;;;
1/01/2022;6.94;;;;;;;;
1/02/2022;8.01;;;;;;;;
1/03/2022;8.53;;;;;;;;
1/04/2022;9.23;;;;;;;;
1/05/2022;9.07;;;;;;;;
1/06/2022;9.67;;;;;;;;
1/07/2022;10.21;;;;;;;;
1/08/2022;10.84;;;;;;;;
1/09/2022;11.44;;;;;;;;
1/10/2022;12.22;;;;;;;;
1/11/2022;12.53;;;;;;;;
1/12/2022;13.12;;;;;;;;
1/01/2023;13.25;;;;;;;;
1/02/2023;13.28;;;;;;;;
1/03/2023;13.34;;;;;;;;
1/04/2023;12.82;;;;;;;;
1/05/2023;12.36;;;;;;;;
1/06/2023;12.13;;;;;;;;
1/07/2023;11.78;;;;;;;;
1/08/2023;11.43;;;;;;;;
1/09/2023;10.99;;;;;;;;
1/10/2023;10.48;;;;;;;;
1/11/2023;10.15;;;;;;;;
1/12/2023;9.28;;;;;;;;
1/01/2024;8.35;;;;;;;;
1/02/2024;7.74;;;;;;;;
1/03/2024;7.36;;;;;;;;
1/04/2024;7.16;;;;;;;;
1/05/2024;7.16;;;;;;;;
1/06/2024;7.18;;;;;;;;
1/07/2024;6.86;;;;;;;;
1/08/2024;6.12;;;;;;;;
1/09/2024;5.094113;;;;;;;;
1/10/2024;4.954182;;;;;;;;
1/11/2024;4.8316917;;;;;;;;
1/12/2024;4.725114;;;;;;;;
1/01/2025;4.632717;;;;;;;;
1/02/2025;4.552758;;;;;;;;
1/03/2025;4.4836006;;;;;;;;
1/04/2025;4.423818;;;;;;;;
1/05/2025;4.3722396;;;;;;;;
1/06/2025;4.3279657;;;;;;;;
1/07/2025;4.2903414;;;;;;;;
1/08/2025;4.2589226;;;;;;;;
1/09/2025;4.2334023;;;;;;;;
1/10/2025;4.2135525;;;;;;;;
1/11/2025;4.1991515;;;;;;;;
1/12/2025;4.189932;;;;;;;;
1/01/2026;4.1855283;;;;;;;;
1/02/2026;4.185455;;;;;;;;
1/03/2026;4.1890874;;;;;;;;
1/04/2026;4.19568;;;;;;;;
1/05/2026;4.2043786;;;;;;;;
1/06/2026;4.2142625;;;;;;;;
1/07/2026;4.224386;;;;;;;;
1/08/2026;4.2338243;;;;;;;;
1/09/2026;4.241724;;;;;;;;
1/10/2026;4.247346;;;;;;;;
1/11/2026;4.2500997;;;;;;;;
1/12/2026;4.249568;;;;;;;;
1/01/2027;4.245528;;;;;;;;
1/02/2027;4.237944;;;;;;;;
1/03/2027;4.2269683;;;;;;;;
1/04/2027;4.212911;;;;;;;;
1/05/2027;4.1962247;;;;;;;;
1/06/2027;4.177458;;;;;;;;
1/07/2027;4.157229;;;;;;;;
1/08/2027;4.136187;;;;;;;;
1/09/2027;4.114968;;;;;;;;
1/10/2027;4.094177;;;;;;;;
1/11/2027;4.0743494;;;;;;;;
1/12/2027;4.0559382;;;;;;;;
1/01/2028;4.039298;;;;;;;;
1/02/2028;4.0246835;;;;;;;;
1/03/2028;4.0122437;;;;;;;;
1/04/2028;4.0020304;;;;;;;;
1/05/2028;3.9940097;;;;;;;;
1/06/2028;3.9880717;;;;;;;;
1/07/2028;3.9840515;;;;;;;;
1/08/2028;3.98174;;;;;;;;
1/09/2028;3.9809017;;;;;;;;
1/10/2028;3.981287;;;;;;;;
1/11/2028;3.9826493;;;;;;;;
1/12/2028;3.9847503;;;;;;;;
1/01/2029;3.9873726;;;;;;;;
1/02/2029;3.9903176;;;;;;;;
1/03/2029;3.993418;;;;;;;;
1/04/2029;3.9965308;;;;;;;;
1/05/2029;3.9995396;;;;;;;;
1/06/2029;4.002352;;;;;;;;
1/07/2029;4.0049014;;;;;;;;
1/08/2029;4.0071325;;;;;;;;
1/09/2029;4.0090146;;;;;;;;
1/10/2029;4.0105224;;;;;;;;
1/11/2029;4.011646;;;;;;;;
1/12/2029;4.01238;;;;;;;;
1/01/2030;4.0127306;;;;;;;;
1/02/2030;4.012706;;;;;;;;
1/03/2030;4.0123234;;;;;;;;
1/04/2030;4.011603;;;;;;;;
1/05/2030;4.0105724;;;;;;;;
1/06/2030;4.009262;;;;;;;;
1/07/2030;4.0077095;;;;;;;;
1/08/2030;4.0059576;;;;;;;;
1/09/2030;4.004049;;;;;;;;
1/10/2030;4.0020323;;;;;;;;
1/11/2030;3.9999592;;;;;;;;
1/12/2030;3.9978764;;;;;;;;
1/01/2031;3.9958363;;;;;;;;
1/02/2031;3.9938824;;;;;;;;
1/03/2031;3.9920568;;;;;;;;
1/04/2031;3.9903994;;;;;;;;
1/05/2031;3.9889357;;;;;;;;
1/06/2031;3.9876907;;;;;;;;
1/07/2031;3.9866784;;;;;;;;
1/08/2031;3.985904;;;;;;;;
1/09/2031;3.9853668;;;;;;;;
1/10/2031;3.9850588;;;;;;;;
1/11/2031;3.984965;;;;;;;;
1/12/2031;3.9850614;;;;;;;;
1/01/2032;3.9853256;;;;;;;;
1/02/2032;3.985728;;;;;;;;
1/03/2032;3.9862373;;;;;;;;
1/04/2032;3.9868248;;;;;;;;
1/05/2032;3.9874601;;;;;;;;
1/06/2032;3.9881146;;;;;;;;
1/07/2032;3.9887617;;;;;;;;
1/08/2032;3.9893806;;;;;;;;
1/09/2032;3.9899514;;;;;;;;
1/10/2032;3.9904609;;;;;;;;
1/11/2032;3.9908943;;;;;;;;
1/12/2032;3.9912484;;;;;;;;
1/01/2033;3.9915178;;;;;;;;
1/02/2033;3.9917014;;;;;;;;
1/03/2033;3.9918048;;;;;;;;
1/04/2033;3.9918294;;;;;;;;
1/05/2033;3.991785;;;;;;;;
1/06/2033;3.9916787;;;;;;;;
1/07/2033;3.9915183;;;;;;;;
1/08/2033;3.9913144;;;;;;;;
1/09/2033;3.991076;;;;;;;;
1/10/2033;3.9908137;;;;;;;;
1/11/2033;3.990537;;;;;;;;
1/12/2033;3.9902544;;;;;;;;
1/01/2034;3.9899712;;;;;;;;
1/02/2034;3.9896967;;;;;;;;
1/03/2034;3.9894357;;;;;;;;
1/04/2034;3.9891944;;;;;;;;
1/05/2034;3.988975;;;;;;;;
1/06/2034;3.9887824;;;;;;;;
1/07/2034;3.9886177;;;;;;;;
1/08/2034;3.9884834;;;;;;;;
1/09/2034;3.988379;;;;;;;;
1/10/2034;3.9883034;;;;;;;;
1/11/2034;3.988256;;;;;;;;
1/12/2034;3.9882364;;;;;;;;
1/01/2035;3.988242;;;;;;;;
1/02/2035;3.9882705;;;;;;;;
1/03/2035;3.9883175;;;;;;;;
1/04/2035;3.9883807;;;;;;;;
1/05/2035;3.9884582;;;;;;;;
1/06/2035;3.9885435;;;;;;;;
1/07/2035;3.9886348;;;;;;;;
1/08/2035;3.98873;;;;;;;;
1/09/2035;3.9888244;;;;;;;;
1/10/2035;3.9889154;;;;;;;;
1/11/2035;3.9889998;;;;;;;;
1/12/2035;3.989077;;;;;;;;
1/01/2036;3.9891448;;;;;;;;
1/02/2036;3.9892013;;;;;;;;
1/03/2036;3.9892468;;;;;;;;
1/04/2036;3.9892805;;;;;;;;
1/05/2036;3.9893014;;;;;;;;
1/06/2036;3.9893115;;;;;;;;
1/07/2036;3.989311;;;;;;;;
1/08/2036;3.9893003;;;;;;;;
1/09/2036;3.9892812;;;;;;;;
1/10/2036;3.9892545;;;;;;;;
1/11/2036;3.9892209;;;;;;;;
1/12/2036;3.9891849;;;;;;;;
1/01/2037;3.9891448;;;;;;;;
1/02/2037;3.9891043;;;;;;;;
1/03/2037;3.9890625;;;;;;;;
1/04/2037;3.9890232;;;;;;;;
1/05/2037;3.9889846;;;;;;;;
1/06/2037;3.988949;;;;;;;;
1/07/2037;3.988918;;;;;;;;
1/08/2037;3.9888914;;;;;;;;
1/09/2037;3.9888687;;;;;;;;
1/10/2037;3.9888504;;;;;;;;
1/11/2037;3.9888377;;;;;;;;
1/12/2037;3.9888287;;;;;;;;
1/01/2038;3.9888248;;;;;;;;
1/02/2038;3.9888244;;;;;;;;
1/03/2038;3.9888275;;;;;;;;
1/04/2038;3.9888344;;;;;;;;
1/05/2038;3.9888432;;;;;;;;
1/06/2038;3.9888542;;;;;;;;
1/07/2038;3.9888668;;;;;;;;
1/08/2038;3.9888802;;;;;;;;
1/09/2038;3.9888947;;;;;;;;
1/10/2038;3.9889085;;;;;;;;
1/11/2038;3.9889226;;;;;;;;
1/12/2038;3.9889357;;;;;;;;
1/01/2039;3.9889486;;;;;;;;
1/02/2039;3.9889593;;;;;;;;
1/03/2039;3.9889688;;;;;;;;
1/04/2039;3.9889765;;;;;;;;
1/05/2039;3.9889827;;;;;;;;
1/06/2039;3.9889877;;;;;;;;
1/07/2039;3.9889903;;;;;;;;
1/08/2039;3.988991;;;;;;;;
1/09/2039;3.988991;;;;;;;;
1/10/2039;3.9889896;;;;;;;;
1/11/2039;3.9889872;;;;;;;;
1/12/2039;3.9889834;;;;;;;;
1/01/2040;3.9889784;;;;;;;;
1/02/2040;3.9889731;;;;;;;;
1/03/2040;3.9889674;;;;;;;;
1/04/2040;3.9889631;;;;;;;;
1/05/2040;3.9889567;;;;;;;;
1/06/2040;3.988951;;;;;;;;
1/07/2040;3.9889452;;;;;;;;
1/08/2040;3.9889402;;;;;;;;
1/09/2040;3.9889364;;;;;;;;
1/10/2040;3.9889326;;;;;;;;
1/11/2040;3.9889295;;;;;;;;
1/12/2040;3.988927;;;;;;;;
1/01/2041;3.9889257;;;;;;;;
1/02/2041;3.9889238;;;;;;;;
1/03/2041;3.988923;;;;;;;;
1/04/2041;3.9889238;;;;;;;;
1/05/2041;3.9889245;;;;;;;;
1/06/2041;3.9889257;;;;;;;;
1/07/2041;3.988927;;;;;;;;
1/08/2041;3.9889283;;;;;;;;
1/09/2041;3.9889302;;;;;;;;
1/10/2041;3.9889321;;;;;;;;
1/11/2041;3.9889345;;;;;;;;
1/12/2041;3.9889371;;;;;;;;
1/01/2042;3.9889383;;;;;;;;
1/02/2042;3.9889402;;;;;;;;
1/03/2042;3.9889421;;;;;;;;
1/04/2042;3.9889433;;;;;;;;
1/05/2042;3.9889452;;;;;;;;
1/06/2042;3.9889467;;;;;;;;
1/07/2042;3.9889472;;;;;;;;
1/08/2042;3.9889472;;;;;;;;
1/09/2042;3.9889486;;;;;;;;
1/10/2042;3.9889472;;;;;;;;
1/11/2042;3.9889479;;;;;;;;
1/12/2042;3.9889479;;;;;;;;
1/01/2043;3.9889472;;;;;;;;
1/02/2043;3.9889467;;;;;;;;
1/03/2043;3.988946;;;;;;;;
1/04/2043;3.9889452;;;;;;;;
1/05/2043;3.9889452;;;;;;;;
1/06/2043;3.9889448;;;;;;;;
1/07/2043;3.9889429;;;;;;;;
1/08/2043;3.9889421;;;;;;;;
1/09/2043;3.9889421;;;;;;;;
1/10/2043;3.9889414;;;;;;;;
1/11/2043;3.988941;;;;;;;;
1/12/2043;3.988941;;;;;;;;
1/01/2044;3.9889402;;;;;;;;
1/02/2044;3.9889402;;;;;;;;
1/03/2044;3.9889395;;;;;;;;
1/04/2044;3.988939;;;;;;;;
1/05/2044;3.988939;;;;;;;;
1/06/2044;3.988939;;;;;;;;
1/07/2044;3.988939;;;;;;;;
1/08/2044;3.9889383;;;;;;;;
1/09/2044;3.988939;;;;;;;;
1/10/2044;3.988939;;;;;;;;
1/11/2044;3.9889395;;;;;;;;
1/12/2044;3.9889395;;;;;;;;
1/01/2045;3.988941;;;;;;;;
1/02/2045;3.988941;;;;;;;;
1/03/2045;3.9889414;;;;;;;;
1/04/2045;3.9889414;;;;;;;;
1/05/2045;3.9889414;;;;;;;;
1/06/2045;3.9889414;;;;;;;;
1/07/2045;3.9889421;;;;;;;;
1/08/2045;3.9889421;;;;;;;;
1/09/2045;3.9889421;;;;;;;;
1/10/2045;3.9889421;;;;;;;;
1/11/2045;3.9889421;;;;;;;;
1/12/2045;3.9889421;;;;;;;;
1/01/2046;3.9889421;;;;;;;;
1/02/2046;3.9889421;;;;;;;;
1/03/2046;3.9889421;;;;;;;;
1/04/2046;3.9889421;;;;;;;;
1/05/2046;3.9889421;;;;;;;;
1/06/2046;3.9889414;;;;;;;;
1/07/2046;3.9889421;;;;;;;;
1/08/2046;3.9889414;;;;;;;;
1/09/2046;3.9889414;;;;;;;;
1/10/2046;3.9889414;;;;;;;;
1/11/2046;3.988941;;;;;;;;
1/12/2046;3.9889414;;;;;;;;
1/01/2047;3.988941;;;;;;;;
1/02/2047;3.988941;;;;;;;;
1/03/2047;3.988941;;;;;;;;
1/04/2047;3.9889414;;;;;;;;
1/05/2047;3.988941;;;;;;;;
1/06/2047;3.988941;;;;;;;;
1/07/2047;3.988941;;;;;;;;
1/08/2047;3.988941;;;;;;;;
1/09/2047;3.988941;;;;;;;;
1/10/2047;3.988941;;;;;;;;
1/11/2047;3.9889402;;;;;;;;
1/12/2047;3.988941;;;;;;;;
1/01/2048;3.988941;;;;;;;;
1/02/2048;3.988941;;;;;;;;
1/03/2048;3.988941;;;;;;;;
1/04/2048;3.988941;;;;;;;;
1/05/2048;3.988941;;;;;;;;
1/06/2048;3.988941;;;;;;;;
1/07/2048;3.988941;;;;;;;;
1/08/2048;3.988941;;;;;;;;
1/09/2048;3.9889414;;;;;;;;
1/10/2048;3.988941;;;;;;;;
1/11/2048;3.988941;;;;;;;;
1/12/2048;3.988941;;;;;;;;
1/01/2049;3.988941;;;;;;;;
1/02/2049;3.988941;;;;;;;;
1/03/2049;3.988941;;;;;;;;
1/04/2049;3.988941;;;;;;;;
1/05/2049;3.988941;;;;;;;;
1/06/2049;3.988941;;;;;;;;
1/07/2049;3.9889414;;;;;;;;
1/08/2049;3.988941;;;;;;;;
1/09/2049;3.988941;;;;;;;;
1/10/2049;3.988941;;;;;;;;
1/11/2049;3.988941;;;;;;;;
1/12/2049;3.988941;;;;;;;;
1/01/2050;3.988941;;;;;;;;
1/02/2050;3.988941;;;;;;;;
1/03/2050;3.988941;;;;;;;;
1/04/2050;3.988941;;;;;;;;
1/05/2050;3.988941;;;;;;;;
1/06/2050;3.988941;;;;;;;;
1/07/2050;3.988941;;;;;;;;
1/08/2050;3.988941;;;;;;;;
1/09/2050;3.988941;;;;;;;;
1/10/2050;3.988941;;;;;;;;
1/11/2050;3.988941;;;;;;;;
1/12/2050;3.988941;;;;;;;;
1/01/2051;3.988941;;;;;;;;
1/02/2051;3.9889414;;;;;;;;
1/03/2051;3.988941;;;;;;;;
1/04/2051;3.988941;;;;;;;;
1/05/2051;3.988941;;;;;;;;
1/06/2051;3.988941;;;;;;;;
1/07/2051;3.988941;;;;;;;;
1/08/2051;3.9889414;;;;;;;;
1/09/2051;3.988941;;;;;;;;
1/10/2051;3.9889414;;;;;;;;
1/11/2051;3.988941;;;;;;;;
1/12/2051;3.9889414;;;;;;;;
1/01/2052;3.988941;;;;;;;;
1/02/2052;3.988941;;;;;;;;
1/03/2052;3.988941;;;;;;;;
1/04/2052;3.988941;;;;;;;;
1/05/2052;3.988941;;;;;;;;
1/06/2052;3.988941;;;;;;;;
1/07/2052;3.988941;;;;;;;;
1/08/2052;3.988941;;;;;;;;
1/09/2052;3.988941;;;;;;;;
1/10/2052;3.988941;;;;;;;;
1/11/2052;3.988941;;;;;;;;
1/12/2052;3.988941;;;;;;;;
1/01/2053;3.988941;;;;;;;;
1/02/2053;3.988941;;;;;;;;
1/03/2053;3.988941;;;;;;;;
1/04/2053;3.988941;;;;;;;;
1/05/2053;3.988941;;;;;;;;
1/06/2053;3.988941;;;;;;;;
1/07/2053;3.988941;;;;;;;;
1/08/2053;3.988941;;;;;;;;
1/09/2053;3.988941;;;;;;;;
1/10/2053;3.988941;;;;;;;;
1/11/2053;3.988941;;;;;;;;
1/12/2053;3.988941;;;;;;;;
1/01/2054;3.988941;;;;;;;;
1/02/2054;3.9889414;;;;;;;;
1/03/2054;3.988941;;;;;;;;
1/04/2054;3.9889414;;;;;;;;
1/05/2054;3.988941;;;;;;;;
1/06/2054;3.988941;;;;;;;;
1/07/2054;3.988941;;;;;;;;
1/08/2054;3.988941;;;;;;;;
1/09/2054;3.988941;;;;;;;;
1/10/2054;3.988941;;;;;;;;
1/11/2054;3.988941;;;;;;;;
1/12/2054;3.9889414;;;;;;;;
1/01/2055;3.988941;;;;;;;;
1/02/2055;3.988941;;;;;;;;
1/03/2055;3.988941;;;;;;;;
1/04/2055;3.988941;;;;;;;;
1/05/2055;3.988941;;;;;;;;
1/06/2055;3.988941;;;;;;;;
1/07/2055;3.9889414;;;;;;;;
1/08/2055;3.988941;;;;;;;;
1/09/2055;3.988941;;;;;;;;
1/10/2055;3.9889414;;;;;;;;
1/11/2055;3.9889414;;;;;;;;
1/12/2055;3.988941;;;;;;;;
1/01/2056;3.9889414;;;;;;;;
1/02/2056;3.988941;;;;;;;;
1/03/2056;3.9889414;;;;;;;;
1/04/2056;3.9889414;;;;;;;;
1/05/2056;3.988941;;;;;;;;
1/06/2056;3.988941;;;;;;;;
1/07/2056;3.9889414;;;;;;;;
1/08/2056;3.988941;;;;;;;;
1/09/2056;3.988941;;;;;;;;
1/10/2056;3.988941;;;;;;;;
1/11/2056;3.988941;;;;;;;;
1/12/2056;3.988941;;;;;;;;
1/01/2057;3.988941;;;;;;;;
1/02/2057;3.988941;;;;;;;;
1/03/2057;3.9889414;;;;;;;;
1/04/2057;3.988941;;;;;;;;
1/05/2057;3.988941;;;;;;;;
1/06/2057;3.988941;;;;;;;;
1/07/2057;3.9889414;;;;;;;;
1/08/2057;3.988941;;;;;;;;
1/09/2057;3.988941;;;;;;;;
1/10/2057;3.9889414;;;;;;;;
1/11/2057;3.988941;;;;;;;;
1/12/2057;3.988941;;;;;;;;
1/01/2058;3.9889414;;;;;;;;
1/02/2058;3.988941;;;;;;;;
1/03/2058;3.988941;;;;;;;;
1/04/2058;3.988941;;;;;;;;
1/05/2058;3.9889414;;;;;;;;
1/06/2058;3.988941;;;;;;;;
1/07/2058;3.988941;;;;;;;;
1/08/2058;3.988941;;;;;;;;
1/09/2058;3.988941;;;;;;;;
1/10/2058;3.9889414;;;;;;;;
1/11/2058;3.988941;;;;;;;;
1/12/2058;3.988941;;;;;;;;
1/01/2059;3.988941;;;;;;;;
1/02/2059;3.9889414;;;;;;;;
1/03/2059;3.9889414;;;;;;;;
1/04/2059;3.9889414;;;;;;;;
1/05/2059;3.9889414;;;;;;;;
1/06/2059;3.988941;;;;;;;;
1/07/2059;3.988941;;;;;;;;
1/08/2059;3.988941;;;;;;;;
1/09/2059;3.9889414;;;;;;;;
1/10/2059;3.988941;;;;;;;;
1/11/2059;3.988941;;;;;;;;
1/12/2059;3.988941;;;;;;;;
1/01/2060;3.988941;;;;;;;;
1/02/2060;3.9889414;;;;;;;;
1/03/2060;3.988941;;;;;;;;
1/04/2060;3.988941;;;;;;;;
1/05/2060;3.988941;;;;;;;;
1/06/2060;3.988941;;;;;;;;
1/07/2060;3.9889414;;;;;;;;
1/08/2060;3.9889414;;;;;;;;
1/09/2060;3.988941;;;;;;;;
1/10/2060;3.988941;;;;;;;;
1/11/2060;3.988941;;;;;;;;
1/12/2060;3.988941;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
