Fecha;Excepción;Plazo real;IBR
23/11/2016;N;1;7,749
22/11/2016;N;1;7,745
21/11/2016;N;1;7,750
18/11/2016;N;3;7,745
17/11/2016;N;1;7,745
16/11/2016;N;1;7,746
15/11/2016;N;1;7,748
11/11/2016;N;4;7,746
10/11/2016;N;1;7,748
09/11/2016;N;1;7,749
08/11/2016;N;1;7,749
04/11/2016;N;4;7,741
03/11/2016;N;1;7,747
02/11/2016;N;1;7,749
01/11/2016;N;1;7,750
31/10/2016;N;1;7,750
28/10/2016;N;3;7,746
27/10/2016;N;1;7,748
26/10/2016;N;1;7,748
25/10/2016;N;1;7,751
24/10/2016;N;1;7,756
21/10/2016;N;3;7,762
20/10/2016;N;1;7,762
19/10/2016;N;1;7,759
18/10/2016;N;1;7,755
14/10/2016;N;4;7,748
13/10/2016;N;1;7,749
12/10/2016;N;1;7,746
11/10/2016;N;1;7,747
10/10/2016;N;1;7,750
07/10/2016;N;3;7,749
06/10/2016;N;1;7,755
05/10/2016;N;1;7,760
04/10/2016;N;1;7,759
03/10/2016;N;1;7,750
30/09/2016;N;3;7,749
29/09/2016;N;1;7,751
28/09/2016;N;1;7,752
27/09/2016;N;1;7,756
26/09/2016;N;1;7,761
23/09/2016;N;3;7,755
22/09/2016;N;1;7,762
21/09/2016;N;1;7,759
20/09/2016;N;1;7,756
19/09/2016;N;1;7,756
16/09/2016;N;3;7,753
15/09/2016;N;1;7,753
14/09/2016;N;1;7,760
13/09/2016;N;1;7,757
12/09/2016;N;1;7,768
09/09/2016;N;3;7,758
08/09/2016;N;1;7,751
07/09/2016;N;1;7,750
06/09/2016;N;1;7,757
05/09/2016;N;1;7,758
02/09/2016;N;3;7,751
01/09/2016;N;1;7,747
31/08/2016;N;1;7,750
30/08/2016;N;1;7,749
29/08/2016;N;1;7,765
26/08/2016;N;3;7,774
25/08/2016;N;1;7,784
24/08/2016;N;1;7,786
23/08/2016;N;1;7,788
22/08/2016;N;1;7,784
19/08/2016;N;3;7,780
18/08/2016;N;1;7,780
17/08/2016;N;1;7,780
16/08/2016;N;1;7,784
12/08/2016;N;4;7,768
11/08/2016;N;1;7,768
10/08/2016;N;1;7,767
09/08/2016;N;1;7,764
08/08/2016;N;1;7,762
05/08/2016;N;3;7,756
04/08/2016;N;1;7,750
03/08/2016;N;1;7,743
02/08/2016;N;1;7,724
01/08/2016;N;1;7,736
29/07/2016;N;3;7,429
28/07/2016;N;1;7,443
27/07/2016;N;1;7,445
26/07/2016;N;1;7,451
25/07/2016;N;1;7,450
22/07/2016;N;3;7,443
21/07/2016;N;1;7,451
19/07/2016;N;2;7,449
18/07/2016;N;1;7,449
15/07/2016;N;3;7,457
14/07/2016;N;1;7,469
13/07/2016;N;1;7,477
12/07/2016;N;1;7,477
11/07/2016;N;1;7,482
08/07/2016;N;3;7,488
07/07/2016;N;1;7,493
06/07/2016;N;1;7,494
05/07/2016;N;1;7,491
01/07/2016;N;4;7,493
30/06/2016;N;1;7,500
29/06/2016;N;1;7,498
28/06/2016;N;1;7,500
27/06/2016;N;1;7,505
24/06/2016;N;3;7,505
23/06/2016;N;1;7,498
22/06/2016;N;1;7,271
21/06/2016;N;1;7,267
20/06/2016;N;1;7,259
17/06/2016;N;3;7,250
16/06/2016;N;1;7,250
15/06/2016;N;1;7,252
14/06/2016;N;1;7,261
13/06/2016;N;1;7,270
10/06/2016;N;3;7,266
09/06/2016;N;1;7,266
08/06/2016;N;1;7,263
07/06/2016;N;1;7,260
03/06/2016;N;4;7,259
02/06/2016;N;1;7,265
01/06/2016;N;1;7,260
31/05/2016;N;1;7,253
27/05/2016;N;4;7,046
26/05/2016;N;1;7,037
25/05/2016;N;1;7,027
24/05/2016;N;1;7,006
23/05/2016;N;1;7,019
20/05/2016;N;3;7,008
19/05/2016;N;1;7,008
18/05/2016;N;1;7,007
17/05/2016;N;1;7,003
16/05/2016;N;1;7,003
13/05/2016;N;3;7,004
12/05/2016;N;1;7,003
11/05/2016;N;1;6,998
10/05/2016;N;1;6,986
06/05/2016;N;4;6,999
05/05/2016;N;1;7,001
04/05/2016;N;1;7,001
03/05/2016;N;1;7,001
02/05/2016;N;1;7,000
29/04/2016;N;3;6,505
28/04/2016;N;1;6,505
27/04/2016;N;1;6,502
26/04/2016;N;1;6,489
25/04/2016;N;1;6,499
22/04/2016;N;3;6,498
21/04/2016;N;1;6,494
20/04/2016;N;1;6,495
19/04/2016;N;1;6,495
18/04/2016;N;1;6,495
15/04/2016;N;3;6,498
14/04/2016;N;1;6,499
13/04/2016;N;1;6,499
12/04/2016;N;1;6,497
11/04/2016;N;1;6,499
08/04/2016;N;3;6,501
07/04/2016;N;1;6,504
06/04/2016;N;1;6,502
05/04/2016;N;1;6,500
04/04/2016;N;1;6,500
01/04/2016;N;3;6,499
31/03/2016;N;1;6,505
30/03/2016;N;1;6,507
29/03/2016;N;1;6,496
28/03/2016;N;1;6,500
23/03/2016;N;5;6,497
22/03/2016;N;1;6,502
18/03/2016;N;4;6,250
17/03/2016;N;1;6,249
16/03/2016;N;1;6,245
15/03/2016;N;1;6,234
14/03/2016;N;1;6,249
11/03/2016;N;3;6,250
10/03/2016;N;1;6,253
09/03/2016;N;1;6,250
08/03/2016;N;1;6,247
07/03/2016;N;1;6,249
04/03/2016;N;3;6,251
03/03/2016;N;1;6,246
02/03/2016;N;1;6,247
01/03/2016;N;1;6,237
29/02/2016;N;1;6,247
26/02/2016;N;3;6,249
25/02/2016;N;1;6,247
24/02/2016;N;1;6,247
23/02/2016;N;1;6,250
22/02/2016;N;1;6,261
19/02/2016;N;3;6,007
18/02/2016;N;1;6,003
17/02/2016;N;1;6,007
16/02/2016;N;1;5,994
15/02/2016;N;1;6,011
12/02/2016;N;3;6,003
11/02/2016;N;1;6,006
10/02/2016;N;1;6,008
09/02/2016;N;1;6,007
08/02/2016;N;1;6,006
05/02/2016;N;3;6,005
04/02/2016;N;1;6,002
03/02/2016;N;1;6,001
02/02/2016;N;1;5,990
01/02/2016;N;1;6,002
29/01/2016;N;3;5,769
28/01/2016;N;1;5,777
27/01/2016;N;1;5,774
26/01/2016;N;1;5,782
25/01/2016;N;1;5,783
22/01/2016;N;3;5,778
21/01/2016;N;1;5,780
20/01/2016;N;1;5,777
19/01/2016;N;1;5,771
18/01/2016;N;1;5,784
15/01/2016;N;3;5,780
14/01/2016;N;1;5,778
13/01/2016;N;1;5,778
12/01/2016;N;1;5,786
08/01/2016;N;4;5,780
07/01/2016;N;1;5,779
06/01/2016;N;1;5,778
05/01/2016;N;1;5,776
04/01/2016;N;1;5,786
30/12/2015;N;5;5,785
29/12/2015;N;1;5,775
28/12/2015;N;1;5,767
24/12/2015;N;4;5,772
23/12/2015;N;1;5,761
22/12/2015;N;1;5,762
21/12/2015;N;1;5,756
18/12/2015;N;3;5,533
17/12/2015;N;1;5,524
16/12/2015;N;1;5,518
15/12/2015;N;1;5,515
14/12/2015;N;1;5,503
11/12/2015;N;3;5,503
10/12/2015;N;1;5,497
09/12/2015;N;1;5,493
07/12/2015;N;2;5,488
04/12/2015;N;3;5,486
03/12/2015;N;1;5,483
02/12/2015;N;1;5,477
01/12/2015;N;1;5,440
30/11/2015;N;1;5,461
27/11/2015;N;3;5,129
26/11/2015;N;1;5,108
25/11/2015;N;1;5,107
24/11/2015;N;1;5,110
23/11/2015;N;1;5,123
20/11/2015;N;3;5,112
19/11/2015;N;1;5,107
18/11/2015;N;1;5,093
17/11/2015;N;1;5,088
13/11/2015;N;4;5,097
12/11/2015;N;1;5,118
11/11/2015;N;1;5,125
10/11/2015;N;1;5,135
09/11/2015;N;1;5,151
06/11/2015;N;3;5,166
05/11/2015;N;1;5,192
04/11/2015;N;1;5,206
03/11/2015;N;1;5,247
30/10/2015;N;4;4,725
29/10/2015;N;1;4,753
28/10/2015;N;1;4,769
27/10/2015;N;1;4,786
26/10/2015;N;1;4,825
23/10/2015;N;3;4,885
22/10/2015;N;1;4,888
21/10/2015;N;1;4,896
20/10/2015;N;1;4,912
19/10/2015;N;1;4,918
16/10/2015;N;3;4,928
15/10/2015;N;1;4,912
14/10/2015;N;1;4,854
13/10/2015;N;1;4,857
09/10/2015;N;4;4,840
08/10/2015;N;1;4,824
07/10/2015;N;1;4,819
06/10/2015;N;1;4,812
05/10/2015;N;1;4,802
02/10/2015;N;3;4,795
01/10/2015;N;1;4,788
30/09/2015;N;1;4,783
29/09/2015;N;1;4,774
28/09/2015;N;1;4,769
25/09/2015;N;3;4,524
24/09/2015;N;1;4,523
23/09/2015;N;1;4,523
22/09/2015;N;1;4,524
21/09/2015;N;1;4,525
18/09/2015;N;3;4,523
17/09/2015;N;1;4,523
16/09/2015;N;1;4,520
15/09/2015;N;1;4,523
14/09/2015;N;1;4,523
11/09/2015;N;3;4,520
10/09/2015;N;1;4,518
09/09/2015;N;1;4,517
08/09/2015;N;1;4,515
07/09/2015;N;1;4,512
04/09/2015;N;3;4,510
03/09/2015;N;1;4,510
02/09/2015;N;1;4,508
01/09/2015;N;1;4,504
31/08/2015;N;1;4,515
28/08/2015;N;3;4,518
27/08/2015;N;1;4,525
26/08/2015;N;1;4,523
25/08/2015;N;1;4,524
24/08/2015;N;1;4,519
21/08/2015;N;3;4,514
20/08/2015;N;1;4,511
19/08/2015;N;1;4,505
18/08/2015;N;1;4,506
14/08/2015;N;4;4,511
13/08/2015;N;1;4,515
12/08/2015;N;1;4,518
11/08/2015;N;1;4,523
10/08/2015;N;1;4,525
06/08/2015;N;4;4,526
05/08/2015;N;1;4,528
04/08/2015;N;1;4,532
03/08/2015;N;1;4,530
31/07/2015;N;3;4,528
30/07/2015;N;1;4,531
29/07/2015;N;1;4,536
28/07/2015;N;1;4,541
27/07/2015;N;1;4,540
24/07/2015;N;3;4,537
23/07/2015;N;1;4,533
22/07/2015;N;1;4,532
21/07/2015;N;1;4,532
17/07/2015;N;4;4,528
16/07/2015;N;1;4,526
15/07/2015;N;1;4,523
14/07/2015;N;1;4,522
13/07/2015;N;1;4,525
10/07/2015;N;3;4,523
09/07/2015;N;1;4,526
08/07/2015;N;1;4,517
07/07/2015;N;1;4,517
06/07/2015;N;1;4,533
03/07/2015;N;3;4,529
02/07/2015;N;1;4,527
01/07/2015;N;1;4,523
30/06/2015;N;1;4,520
26/06/2015;N;4;4,519
25/06/2015;N;1;4,514
24/06/2015;N;1;4,509
23/06/2015;N;1;4,513
22/06/2015;N;1;4,510
19/06/2015;N;3;4,499
18/06/2015;N;1;4,499
17/06/2015;N;1;4,499
16/06/2015;N;1;4,502
12/06/2015;N;4;4,508
11/06/2015;N;1;4,505
10/06/2015;N;1;4,502
09/06/2015;N;1;4,502
05/06/2015;N;4;4,498
04/06/2015;N;1;4,505
03/06/2015;N;1;4,517
02/06/2015;N;1;4,515
01/06/2015;N;1;4,511
29/05/2015;N;3;4,508
28/05/2015;N;1;4,511
27/05/2015;N;1;4,510
26/05/2015;N;1;4,507
25/05/2015;N;1;4,505
22/05/2015;N;3;4,509
21/05/2015;N;1;4,508
20/05/2015;N;1;4,513
19/05/2015;N;1;4,512
15/05/2015;N;4;4,511
14/05/2015;N;1;4,505
13/05/2015;N;1;4,504
12/05/2015;N;1;4,506
11/05/2015;N;1;4,515
08/05/2015;N;3;4,509
07/05/2015;N;1;4,507
06/05/2015;N;1;4,512
05/05/2015;N;1;4,524
04/05/2015;N;1;4,523
30/04/2015;N;4;4,533
29/04/2015;N;1;4,524
28/04/2015;N;1;4,520
27/04/2015;N;1;4,513
24/04/2015;N;3;4,511
23/04/2015;N;1;4,507
22/04/2015;N;1;4,507
21/04/2015;N;1;4,506
20/04/2015;N;1;4,508
17/04/2015;N;3;4,504
16/04/2015;N;1;4,502
15/04/2015;N;1;4,504
14/04/2015;N;1;4,504
13/04/2015;N;1;4,509
10/04/2015;N;3;4,520
09/04/2015;N;1;4,522
08/04/2015;N;1;4,524
07/04/2015;N;1;4,524
06/04/2015;N;1;4,522
01/04/2015;N;5;4,518
31/03/2015;N;1;4,517
30/03/2015;N;1;4,514
27/03/2015;N;3;4,511
26/03/2015;N;1;4,510
25/03/2015;N;1;4,508
24/03/2015;N;1;4,505
20/03/2015;N;4;4,503
19/03/2015;N;1;4,500
18/03/2015;N;1;4,500
17/03/2015;N;1;4,500
16/03/2015;N;1;4,498
13/03/2015;N;3;4,498
12/03/2015;N;1;4,498
11/03/2015;N;1;4,500
10/03/2015;N;1;4,500
09/03/2015;N;1;4,500
06/03/2015;N;3;4,492
05/03/2015;N;1;4,493
04/03/2015;N;1;4,488
03/03/2015;N;1;4,477
02/03/2015;N;1;4,489
27/02/2015;N;3;4,491
26/02/2015;N;1;4,499
25/02/2015;N;1;4,499
24/02/2015;N;1;4,502
23/02/2015;N;1;4,507
20/02/2015;N;3;4,508
19/02/2015;N;1;4,508
18/02/2015;N;1;4,506
17/02/2015;N;1;4,502
16/02/2015;N;1;4,510
13/02/2015;N;3;4,518
12/02/2015;N;1;4,523
11/02/2015;N;1;4,525
10/02/2015;N;1;4,525
09/02/2015;N;1;4,525
06/02/2015;N;3;4,529
05/02/2015;N;1;4,535
04/02/2015;N;1;4,531
03/02/2015;N;1;4,523
02/02/2015;N;1;4,525
30/01/2015;N;3;4,536
29/01/2015;N;1;4,533
28/01/2015;N;1;4,532
27/01/2015;N;1;4,530
26/01/2015;N;1;4,527
23/01/2015;N;3;4,523
22/01/2015;N;1;4,516
21/01/2015;N;1;4,524
20/01/2015;N;1;4,524
19/01/2015;N;1;4,517
16/01/2015;N;3;4,508
15/01/2015;N;1;4,517
14/01/2015;N;1;4,523
13/01/2015;N;1;4,520
09/01/2015;N;4;4,516
08/01/2015;N;1;4,525
07/01/2015;N;1;4,524
06/01/2015;N;1;4,523
05/01/2015;N;1;4,522
02/01/2015;N;3;4,519
30/12/2014;N;3;4,517
29/12/2014;N;1;4,510
26/12/2014;N;3;4,501
24/12/2014;N;2;4,514
23/12/2014;N;1;4,519
22/12/2014;N;1;4,511
19/12/2014;N;3;4,507
18/12/2014;N;1;4,507
17/12/2014;N;1;4,510
16/12/2014;N;1;4,508
15/12/2014;N;1;4,506
12/12/2014;N;3;4,505
11/12/2014;N;1;4,505
10/12/2014;N;1;4,508
09/12/2014;N;1;4,506
05/12/2014;N;4;4,503
04/12/2014;N;1;4,501
03/12/2014;N;1;4,499
02/12/2014;N;1;4,501
01/12/2014;N;1;4,502
28/11/2014;N;3;4,502
27/11/2014;N;1;4,502
26/11/2014;N;1;4,501
25/11/2014;N;1;4,500
24/11/2014;N;1;4,502
21/11/2014;N;3;4,503
20/11/2014;N;1;4,502
19/11/2014;N;1;4,501
18/11/2014;N;1;4,502
14/11/2014;N;4;4,500
13/11/2014;N;1;4,500
12/11/2014;N;1;4,500
11/11/2014;N;1;4,502
10/11/2014;N;1;4,506
07/11/2014;N;3;4,500
06/11/2014;N;1;4,500
05/11/2014;N;1;4,500
04/11/2014;N;1;4,497
31/10/2014;N;4;4,487
30/10/2014;N;1;4,497
29/10/2014;N;1;4,498
28/10/2014;N;1;4,498
27/10/2014;N;1;4,498
24/10/2014;N;3;4,498
23/10/2014;N;1;4,498
22/10/2014;N;1;4,498
21/10/2014;N;1;4,497
20/10/2014;N;1;4,498
17/10/2014;N;3;4,491
16/10/2014;N;1;4,497
15/10/2014;N;1;4,499
14/10/2014;N;1;4,499
10/10/2014;N;4;4,491
09/10/2014;N;1;4,487
08/10/2014;N;1;4,494
07/10/2014;N;1;4,491
06/10/2014;N;1;4,480
03/10/2014;N;3;4,472
02/10/2014;N;1;4,459
01/10/2014;N;1;4,445
30/09/2014;N;1;4,435
29/09/2014;N;1;4,470
26/09/2014;N;3;4,456
25/09/2014;N;1;4,440
24/09/2014;N;1;4,417
23/09/2014;N;1;4,376
22/09/2014;N;1;4,339
19/09/2014;N;3;4,318
18/09/2014;N;1;4,295
17/09/2014;N;1;4,332
16/09/2014;N;1;4,361
15/09/2014;N;1;4,428
12/09/2014;N;3;4,459
11/09/2014;N;1;4,456
10/09/2014;N;1;4,454
09/09/2014;N;1;4,445
08/09/2014;N;1;4,427
05/09/2014;N;3;4,420
04/09/2014;N;1;4,411
03/09/2014;N;1;4,414
02/09/2014;N;1;4,416
01/09/2014;N;1;4,438
29/08/2014;N;3;4,118
28/08/2014;N;1;4,131
27/08/2014;N;1;4,131
26/08/2014;N;1;4,130
25/08/2014;N;1;4,132
22/08/2014;N;3;4,140
21/08/2014;N;1;4,136
20/08/2014;N;1;4,139
19/08/2014;N;1;4,128
15/08/2014;N;4;4,101
14/08/2014;N;1;4,065
13/08/2014;N;1;4,075
12/08/2014;N;1;4,049
11/08/2014;N;1;4,057
08/08/2014;N;3;4,054
06/08/2014;N;2;4,062
05/08/2014;N;1;4,071
04/08/2014;N;1;4,133
01/08/2014;N;3;4,143
31/07/2014;N;1;3,854
30/07/2014;N;1;3,865
29/07/2014;N;1;3,870
28/07/2014;N;1;3,868
25/07/2014;N;3;3,867
24/07/2014;N;1;3,879
23/07/2014;N;1;3,873
22/07/2014;N;1;3,873
21/07/2014;N;1;3,849
18/07/2014;N;3;3,848
17/07/2014;N;1;3,854
16/07/2014;N;1;3,870
15/07/2014;N;1;3,899
14/07/2014;N;1;3,917
11/07/2014;N;3;3,930
10/07/2014;N;1;3,949
09/07/2014;N;1;3,975
08/07/2014;N;1;3,988
07/07/2014;N;1;4,002
04/07/2014;N;3;4,008
03/07/2014;N;1;4,015
02/07/2014;N;1;4,017
01/07/2014;N;1;4,021
27/06/2014;N;4;4,023
26/06/2014;N;1;4,029
25/06/2014;N;1;4,023
24/06/2014;N;1;3,999
20/06/2014;N;4;3,702
19/06/2014;N;1;3,708
18/06/2014;N;1;3,703
17/06/2014;N;1;3,707
16/06/2014;N;1;3,707
13/06/2014;N;3;3,703
12/06/2014;N;1;3,707
11/06/2014;N;1;3,718
10/06/2014;N;1;3,741
09/06/2014;N;1;3,762
06/06/2014;N;3;3,751
05/06/2014;N;1;3,735
04/06/2014;N;1;3,738
03/06/2014;N;1;3,730
30/05/2014;N;4;3,425
29/05/2014;N;1;3,392
28/05/2014;N;1;3,400
27/05/2014;N;1;3,372
26/05/2014;N;1;3,387
23/05/2014;N;3;3,399
22/05/2014;N;1;3,419
21/05/2014;N;1;3,426
20/05/2014;N;1;3,434
19/05/2014;N;1;3,445
16/05/2014;N;3;3,452
15/05/2014;N;1;3,466
14/05/2014;N;1;3,501
13/05/2014;N;1;3,507
12/05/2014;N;1;3,507
09/05/2014;N;3;3,508
08/05/2014;N;1;3,506
07/05/2014;N;1;3,511
06/05/2014;N;1;3,504
05/05/2014;N;1;3,504
02/05/2014;N;3;3,497
30/04/2014;N;2;3,479
29/04/2014;N;1;3,479
28/04/2014;N;1;3,492
25/04/2014;N;3;3,236
24/04/2014;N;1;3,233
23/04/2014;N;1;3,238
22/04/2014;N;1;3,229
21/04/2014;N;1;3,231
16/04/2014;N;5;3,234
15/04/2014;N;1;3,222
14/04/2014;N;1;3,220
11/04/2014;N;3;3,213
10/04/2014;N;1;3,197
09/04/2014;N;1;3,188
08/04/2014;N;1;3,175
07/04/2014;N;1;3,164
04/04/2014;N;3;3,154
03/04/2014;N;1;3,158
02/04/2014;N;1;3,154
01/04/2014;N;1;3,147
31/03/2014;N;1;3,147
28/03/2014;N;3;3,132
27/03/2014;N;1;3,131
26/03/2014;N;1;3,130
25/03/2014;N;1;3,128
21/03/2014;N;4;3,130
20/03/2014;N;1;3,134
19/03/2014;N;1;3,128
18/03/2014;N;1;3,130
17/03/2014;N;1;3,143
14/03/2014;N;3;3,139
13/03/2014;N;1;3,143
12/03/2014;N;1;3,146
11/03/2014;N;1;3,151
10/03/2014;N;1;3,159
07/03/2014;N;3;3,172
06/03/2014;N;1;3,180
05/03/2014;N;1;3,199
04/03/2014;N;1;3,201
03/03/2014;N;1;3,219
28/02/2014;N;3;3,229
27/02/2014;N;1;3,235
26/02/2014;N;1;3,245
25/02/2014;N;1;3,248
24/02/2014;N;1;3,245
21/02/2014;N;3;3,243
20/02/2014;N;1;3,250
19/02/2014;N;1;3,238
18/02/2014;N;1;3,235
17/02/2014;N;1;3,247
14/02/2014;N;3;3,250
13/02/2014;N;1;3,255
12/02/2014;N;1;3,256
11/02/2014;N;1;3,259
10/02/2014;N;1;3,254
07/02/2014;N;3;3,251
06/02/2014;N;1;3,252
05/02/2014;N;1;3,250
04/02/2014;N;1;3,254
03/02/2014;N;1;3,252
31/01/2014;N;3;3,242
30/01/2014;N;1;3,239
29/01/2014;N;1;3,238
28/01/2014;N;1;3,247
27/01/2014;N;1;3,238
24/01/2014;N;3;3,233
23/01/2014;N;1;3,221
22/01/2014;N;1;3,219
21/01/2014;N;1;3,217
20/01/2014;N;1;3,224
17/01/2014;N;3;3,233
16/01/2014;N;1;3,235
15/01/2014;N;1;3,240
14/01/2014;N;1;3,245
13/01/2014;N;1;3,246
10/01/2014;N;3;3,238
09/01/2014;N;1;3,224
08/01/2014;N;1;3,215
07/01/2014;N;1;3,223
03/01/2014;N;4;3,234
02/01/2014;N;1;3,219
30/12/2013;N;3;3,224
27/12/2013;N;3;3,243
26/12/2013;N;1;3,219
24/12/2013;N;2;3,204
23/12/2013;N;1;3,250
20/12/2013;N;3;3,242
19/12/2013;N;1;3,245
18/12/2013;N;1;3,243
17/12/2013;N;1;3,242
16/12/2013;N;1;3,238
13/12/2013;N;3;3,227
12/12/2013;N;1;3,214
11/12/2013;N;1;3,227
10/12/2013;N;1;3,235
09/12/2013;N;1;3,215
06/12/2013;N;3;3,193
05/12/2013;N;1;3,188
04/12/2013;N;1;3,188
03/12/2013;N;1;3,193
02/12/2013;N;1;3,180
29/11/2013;N;3;3,193
28/11/2013;N;1;3,204
27/11/2013;N;1;3,227
26/11/2013;N;1;3,212
25/11/2013;N;1;3,227
22/11/2013;N;3;3,239
21/11/2013;N;1;3,248
20/11/2013;N;1;3,245
19/11/2013;N;1;3,247
18/11/2013;N;1;3,249
15/11/2013;N;3;3,260
14/11/2013;N;1;3,256
13/11/2013;N;1;3,263
12/11/2013;N;1;3,262
08/11/2013;N;4;3,258
07/11/2013;N;1;3,265
06/11/2013;N;1;3,262
05/11/2013;N;1;3,257
01/11/2013;N;4;3,253
31/10/2013;N;1;3,254
30/10/2013;N;1;3,248
29/10/2013;N;1;3,247
28/10/2013;N;1;3,256
25/10/2013;N;3;3,258
24/10/2013;N;1;3,257
23/10/2013;N;1;3,258
22/10/2013;N;1;3,259
21/10/2013;N;1;3,263
18/10/2013;N;3;3,264
17/10/2013;N;1;3,261
16/10/2013;N;1;3,255
15/10/2013;N;1;3,254
11/10/2013;N;4;3,252
10/10/2013;N;1;3,256
09/10/2013;N;1;3,265
08/10/2013;N;1;3,267
07/10/2013;N;1;3,269
04/10/2013;N;3;3,272
03/10/2013;N;1;3,266
02/10/2013;N;1;3,261
01/10/2013;N;1;3,262
30/09/2013;N;1;3,277
27/09/2013;N;3;3,280
26/09/2013;N;1;3,284
25/09/2013;N;1;3,277
24/09/2013;N;1;3,274
23/09/2013;N;1;3,279
20/09/2013;N;3;3,270
19/09/2013;N;1;3,270
18/09/2013;N;1;3,268
17/09/2013;N;1;3,259
16/09/2013;N;1;3,260
13/09/2013;N;3;3,258
12/09/2013;N;1;3,256
11/09/2013;N;1;3,259
10/09/2013;N;1;3,259
09/09/2013;N;1;3,259
06/09/2013;N;3;3,261
05/09/2013;N;1;3,256
04/09/2013;N;1;3,248
03/09/2013;N;1;3,247
02/09/2013;N;1;3,255
30/08/2013;N;3;3,262
29/08/2013;N;1;3,262
28/08/2013;N;1;3,261
27/08/2013;N;1;3,265
26/08/2013;N;1;3,266
23/08/2013;N;3;3,264
22/08/2013;N;1;3,267
21/08/2013;N;1;3,261
20/08/2013;N;1;3,256
16/08/2013;N;4;3,251
15/08/2013;N;1;3,255
14/08/2013;N;1;3,254
13/08/2013;N;1;3,254
12/08/2013;N;1;3,256
09/08/2013;N;3;3,260
08/08/2013;N;1;3,251
06/08/2013;N;2;3,248
05/08/2013;N;1;3,248
02/08/2013;N;3;3,248
01/08/2013;N;1;3,248
31/07/2013;N;1;3,250
30/07/2013;N;1;3,252
29/07/2013;N;1;3,257
26/07/2013;N;3;3,252
25/07/2013;N;1;3,251
24/07/2013;N;1;3,251
23/07/2013;N;1;3,250
22/07/2013;N;1;3,247
19/07/2013;N;3;3,216
18/07/2013;N;1;3,166
17/07/2013;N;1;3,145
16/07/2013;N;1;3,138
15/07/2013;N;1;3,138
12/07/2013;N;3;3,143
11/07/2013;N;1;3,146
10/07/2013;N;1;3,146
09/07/2013;N;1;3,155
08/07/2013;N;1;3,161
05/07/2013;N;3;3,151
04/07/2013;N;1;3,155
03/07/2013;N;1;3,158
02/07/2013;N;1;3,167
28/06/2013;N;4;3,161
27/06/2013;N;1;3,151
26/06/2013;N;1;3,128
25/06/2013;N;1;3,125
24/06/2013;N;1;3,130
21/06/2013;N;3;3,141
20/06/2013;N;1;3,149
19/06/2013;N;1;3,160
18/06/2013;N;1;3,167
17/06/2013;N;1;3,179
14/06/2013;N;3;3,182
13/06/2013;N;1;3,178
12/06/2013;N;1;3,171
11/06/2013;N;1;3,165
07/06/2013;N;4;3,183
06/06/2013;N;1;3,180
05/06/2013;N;1;3,179
04/06/2013;N;1;3,175
31/05/2013;N;4;3,180
30/05/2013;N;1;3,184
29/05/2013;N;1;3,189
28/05/2013;N;1;3,195
27/05/2013;N;1;3,212
24/05/2013;N;3;3,222
23/05/2013;N;1;3,228
22/05/2013;N;1;3,222
21/05/2013;N;1;3,219
20/05/2013;N;1;3,215
17/05/2013;N;3;3,201
16/05/2013;N;1;3,198
15/05/2013;N;1;3,188
14/05/2013;N;1;3,198
10/05/2013;N;4;3,224
09/05/2013;N;1;3,219
08/05/2013;N;1;3,182
07/05/2013;N;1;3,150
06/05/2013;N;1;3,112
03/05/2013;N;3;3,130
02/05/2013;N;1;3,125
30/04/2013;N;2;3,112
29/04/2013;N;1;3,125
26/04/2013;N;3;3,130
25/04/2013;N;1;3,145
24/04/2013;N;1;3,150
23/04/2013;N;1;3,159
22/04/2013;N;1;3,181
19/04/2013;N;3;3,171
18/04/2013;N;1;3,173
17/04/2013;N;1;3,169
16/04/2013;N;1;3,165
15/04/2013;N;1;3,144
12/04/2013;N;3;3,122
11/04/2013;N;1;3,130
10/04/2013;N;1;3,136
09/04/2013;N;1;3,130
08/04/2013;N;1;3,142
05/04/2013;N;3;3,141
04/04/2013;N;1;3,145
03/04/2013;N;1;3,154
02/04/2013;N;1;3,164
01/04/2013;N;1;3,182
27/03/2013;N;5;3,202
26/03/2013;N;1;3,227
22/03/2013;N;4;3,698
21/03/2013;N;1;3,703
20/03/2013;N;1;3,716
19/03/2013;N;1;3,745
18/03/2013;N;1;3,745
15/03/2013;N;3;3,737
14/03/2013;N;1;3,745
13/03/2013;N;1;3,739
12/03/2013;N;1;3,741
11/03/2013;N;1;3,755
08/03/2013;N;3;3,755
07/03/2013;N;1;3,758
06/03/2013;N;1;3,752
05/03/2013;N;1;3,736
04/03/2013;N;1;3,733
01/03/2013;N;3;3,743
28/02/2013;N;1;3,748
27/02/2013;N;1;3,752
26/02/2013;N;1;3,752
25/02/2013;N;1;3,749
22/02/2013;N;3;3,983
21/02/2013;N;1;3,980
20/02/2013;N;1;3,977
19/02/2013;N;1;3,983
18/02/2013;N;1;3,986
15/02/2013;N;3;3,988
14/02/2013;N;1;3,992
13/02/2013;N;1;4,002
12/02/2013;N;1;4,010
11/02/2013;N;1;4,010
08/02/2013;N;3;4,004
07/02/2013;N;1;3,996
06/02/2013;N;1;3,996
05/02/2013;N;1;3,994
04/02/2013;N;1;3,986
01/02/2013;N;3;3,967
31/01/2013;N;1;3,975
30/01/2013;N;1;3,996
29/01/2013;N;1;4,012
